champion,Summoner_name,win,assists,spell1,spell2,totalDamageDealt,goldEarned,champLevel,deaths,firstBloodKill,firstTowerKill,individualPosition,kills,physicalDamageDealt,magicDamageDealt,trueDamageDealt,wardsPlaced,matchId,gameDuration
Akshan,Amico Mio,1,7,SummonerBoost,SummonerFlash,188115,17142,16,13,0,0,BOTTOM,13,133460,22129,32524,0,EUW1_6286601218,2013
Nami,Trixtin,1,19,SummonerFlash,SummonerDot,20281,10101,15,10,0,0,UTILITY,3,2799,16320,1161,0,EUW1_6286601218,2013
Gangplank,CROUTONjpeg,1,5,SummonerTeleport,SummonerFlash,137891,11954,15,6,0,0,TOP,5,119636,3645,14609,0,EUW1_6286562675,1564
Vi,Arlsetspappa,1,10,SummonerSmite,SummonerFlash,239010,14454,17,0,0,0,JUNGLE,14,195763,0,43246,0,EUW1_6286562675,1564
AurelionSol,Kim Jong Gandih,1,10,SummonerFlash,SummonerTeleport,100557,10667,16,6,0,0,MIDDLE,5,7787,88576,4193,0,EUW1_6286562675,1564
Varus,Amico Mio,1,7,SummonerHeal,SummonerFlash,108367,10994,14,7,0,0,BOTTOM,6,98870,8017,1480,0,EUW1_6286562675,1564
Lux,Matt Méroubignol,1,11,SummonerDot,SummonerFlash,57781,9741,13,2,0,0,UTILITY,7,5402,52163,216,0,EUW1_6286562675,1564
Gnar,Gnarlover69,0,1,SummonerFlash,SummonerTeleport,97683,8120,13,7,0,0,TOP,3,81020,7707,8954,0,EUW1_6286562675,1564
Sejuani,DPervySage,0,4,SummonerSmite,SummonerFlash,117022,8628,12,7,0,0,JUNGLE,4,66675,26397,23949,0,EUW1_6286562675,1564
Viktor,Heçtor,0,1,SummonerFlash,SummonerTeleport,138054,11636,15,9,0,0,MIDDLE,9,11108,121175,5770,0,EUW1_6286562675,1564
MissFortune,save my tears,0,3,SummonerHeal,SummonerFlash,77861,8327,13,6,0,0,BOTTOM,3,67572,7241,3046,0,EUW1_6286562675,1564
Twitch,Suchtberatung,0,5,SummonerFlash,SummonerBoost,28631,7233,11,8,1,0,JUNGLE,2,13412,7221,7997,0,EUW1_6286562675,1564
DrMundo,xliquidozz,1,6,SummonerTeleport,SummonerFlash,136407,11024,16,5,1,0,TOP,6,89079,41638,5690,0,EUW1_6285454033,1779
Nidalee,Fippzo,1,10,SummonerSmite,SummonerFlash,143766,11489,15,5,0,0,JUNGLE,10,16173,88264,39327,0,EUW1_6285454033,1779
Veigar,EasySn4ckSs,1,7,SummonerTeleport,SummonerFlash,166373,13028,16,8,0,0,MIDDLE,11,7705,158668,0,0,EUW1_6285454033,1779
Kaisa,Hasse Husmus,1,10,SummonerHeal,SummonerFlash,254019,19375,17,6,0,1,BOTTOM,18,219811,20573,13635,0,EUW1_6285454033,1779
Braum,LocoMuertas,1,22,SummonerDot,SummonerFlash,23306,8892,13,9,0,0,UTILITY,2,6621,12065,4620,0,EUW1_6285454033,1779
Sion,Kim Jong Gandih,0,11,SummonerFlash,SummonerTeleport,162245,12979,17,7,0,0,TOP,8,107482,54582,180,0,EUW1_6285454033,1779
Udyr,luffy59560,0,5,SummonerHaste,SummonerSmite,156135,13049,15,9,0,0,JUNGLE,7,104558,27088,24488,0,EUW1_6285454033,1779
AurelionSol,Peppe2502,0,9,SummonerTeleport,SummonerFlash,79961,11482,16,10,0,0,MIDDLE,6,7116,64878,7966,0,EUW1_6285454033,1779
Jinx,StrikkiRenD,0,7,SummonerHeal,SummonerFlash,213438,14488,15,9,0,0,BOTTOM,7,198786,1198,13453,0,EUW1_6285454033,1779
Morgana,D0N DIEGO,0,11,SummonerDot,SummonerFlash,37322,9885,14,12,0,0,UTILITY,5,3020,33035,1266,0,EUW1_6285454033,1779
Singed,Siam,1,8,SummonerFlash,SummonerDot,142071,12717,16,2,0,0,TOP,6,8020,122994,11055,0,EUW1_6285251694,1748
JarvanIV,AAsterta,1,23,SummonerFlash,SummonerSmite,207599,13566,17,4,0,0,JUNGLE,7,158772,15694,33132,0,EUW1_6285251694,1748
AurelionSol,Thallendrima,1,12,SummonerFlash,SummonerDot,157801,16183,17,5,0,1,MIDDLE,16,6858,142239,8703,0,EUW1_6285251694,1748
Jhin,Claire Chazal25,1,17,SummonerFlash,SummonerHeal,156129,12688,15,3,1,0,BOTTOM,6,142107,12903,1118,0,EUW1_6285251694,1748
Brand,N Chelito,1,16,SummonerDot,SummonerFlash,42477,10992,14,6,0,0,UTILITY,8,1506,39304,1667,0,EUW1_6285251694,1748
Cassiopeia,MinVn,0,5,SummonerFlash,SummonerTeleport,111533,10307,16,4,0,0,TOP,3,6457,104137,938,0,EUW1_6285251694,1748
Kayn,Amico Mio,0,5,SummonerSmite,SummonerFlash,213659,10863,14,10,0,0,JUNGLE,5,182627,0,31031,0,EUW1_6285251694,1748
Yone,Kim Jong Gandih,0,5,SummonerFlash,SummonerDot,126377,10370,14,11,0,0,MIDDLE,5,86068,12853,27454,0,EUW1_6285251694,1748
MissFortune,KC LeClochar,0,4,SummonerFlash,SummonerDot,125304,12806,14,7,0,0,BOTTOM,6,121503,2783,1017,0,EUW1_6285251694,1748
Ashe,pro sup 2019,0,11,SummonerExhaust,SummonerFlash,23104,7303,11,11,0,0,UTILITY,1,20729,1768,606,0,EUW1_6285251694,1748
Malphite,Dêstroyed,0,5,SummonerTeleport,SummonerFlash,116597,9683,15,4,1,0,TOP,4,63226,44832,8537,0,EUW1_6285182549,1761
MasterYi,Littel step Fish,0,7,SummonerSmite,SummonerHaste,159925,9935,13,13,0,0,JUNGLE,5,106815,71,53038,0,EUW1_6285182549,1761
Pantheon,Kim Jong Gandih,0,6,SummonerFlash,SummonerDot,136162,10455,14,5,0,0,MIDDLE,4,129250,1354,5557,0,EUW1_6285182549,1761
Varus,Amico Mio,0,3,SummonerExhaust,SummonerFlash,179592,11760,14,10,0,0,BOTTOM,7,148161,28017,3414,0,EUW1_6285182549,1761
Lux,Tomateh,0,8,SummonerFlash,SummonerDot,59925,8010,12,7,0,0,UTILITY,2,2970,52422,4532,0,EUW1_6285182549,1761
Shen,AcEAbhas,1,10,SummonerTeleport,SummonerFlash,93363,10433,16,6,0,0,TOP,4,46690,35753,10920,0,EUW1_6285182549,1761
JarvanIV,NazGGul,1,16,SummonerSmite,SummonerFlash,206993,12561,16,6,0,0,JUNGLE,8,151162,14873,40958,0,EUW1_6285182549,1761
AurelionSol,Deken00,1,12,SummonerTeleport,SummonerFlash,153530,15088,17,1,0,0,MIDDLE,10,5413,138804,9312,0,EUW1_6285182549,1761
Samira,Jascnn,1,15,SummonerBoost,SummonerFlash,164437,15042,16,7,0,0,BOTTOM,11,145820,17510,1106,0,EUW1_6285182549,1761
Nami,Katarina Support,1,23,SummonerFlash,SummonerDot,25485,10881,15,2,0,0,UTILITY,6,3655,15006,6823,0,EUW1_6285182549,1761
Yorick,Sommarskuggan,1,2,SummonerTeleport,SummonerFlash,268870,16256,18,11,0,0,TOP,4,201389,65429,2051,0,EUW1_6285097687,2541
Evelynn,ZynKio,1,13,SummonerFlash,SummonerSmite,283618,13321,18,5,0,0,JUNGLE,6,21271,188904,73443,0,EUW1_6285097687,2541
AurelionSol,DR GRRR ,1,16,SummonerTeleport,SummonerFlash,234228,20449,18,7,0,0,MIDDLE,13,11623,207439,15165,0,EUW1_6285097687,2541
Kalista,Amico Mio,1,22,SummonerExhaust,SummonerFlash,360664,23136,18,11,1,1,BOTTOM,19,305141,44197,11323,0,EUW1_6285097687,2541
Thresh,Kim Jong Gandih,1,36,SummonerFlash,SummonerDot,69236,13302,18,7,0,0,UTILITY,6,16740,45413,7082,0,EUW1_6285097687,2541
Jax,Ćaitlyn,0,8,SummonerFlash,SummonerTeleport,239781,17810,18,8,0,0,TOP,11,157007,72039,10735,0,EUW1_6285097687,2541
Shaco,neckalljunglers,0,16,SummonerSmite,SummonerDot,314076,18104,18,5,0,0,JUNGLE,10,33716,217535,62823,0,EUW1_6285097687,2541
Vladimir,DigUpHerBones,0,13,SummonerHaste,SummonerDot,359103,18005,18,7,0,0,MIDDLE,9,20532,331476,7094,0,EUW1_6285097687,2541
Samira,Just Åatrox,0,8,SummonerFlash,SummonerExhaust,258662,17331,18,13,0,0,BOTTOM,8,231446,22891,4324,0,EUW1_6285097687,2541
Nautilus,NägÏ,0,18,SummonerDot,SummonerFlash,35124,10852,16,15,0,0,UTILITY,3,10525,16438,8160,0,EUW1_6285097687,2541
Irelia,Tåssik,0,3,SummonerFlash,SummonerDot,203514,13862,16,7,0,1,TOP,7,165801,34779,2934,0,EUW1_6285034231,1787
Maokai,MBanger,0,12,SummonerSmite,SummonerFlash,153225,10729,13,9,0,0,JUNGLE,5,17850,101199,34175,0,EUW1_6285034231,1787
Lissandra,ÁNTICHRIST,0,3,SummonerTeleport,SummonerFlash,126052,10627,14,5,0,0,MIDDLE,7,10825,114601,625,0,EUW1_6285034231,1787
Samira,xFrozenEye,0,7,SummonerFlash,SummonerBoost,127543,13749,13,6,0,0,BOTTOM,11,116096,9159,2288,0,EUW1_6285034231,1787
Morgana,okbpmmou,0,13,SummonerFlash,SummonerDot,25443,7795,10,12,0,0,UTILITY,2,2505,22292,646,0,EUW1_6285034231,1787
Chogath,Hollo20,1,7,SummonerFlash,SummonerTeleport,134924,14341,16,6,0,0,TOP,13,27500,91089,16334,0,EUW1_6285034231,1787
Fiddlesticks,lyon5179,1,9,SummonerFlash,SummonerSmite,124934,9339,14,11,0,0,JUNGLE,2,6057,91385,27491,0,EUW1_6285034231,1787
Galio,Kim Jong Gandih,1,20,SummonerFlash,SummonerDot,107114,10819,16,5,0,0,MIDDLE,6,4912,100544,1658,0,EUW1_6285034231,1787
Jinx,Amico Mio,1,13,SummonerBoost,SummonerFlash,258181,17513,16,4,1,0,BOTTOM,14,233491,1850,22839,0,EUW1_6285034231,1787
Amumu,illusionzzzz,1,18,SummonerFlash,SummonerDot,36813,9759,13,6,0,0,UTILITY,4,7152,22967,6693,0,EUW1_6285034231,1787
Gwen,The Kush Daddy,1,8,SummonerFlash,SummonerTeleport,108740,10205,14,7,0,0,TOP,3,26605,50303,31831,0,EUW1_6284988772,1612
Nocturne,SomethingsFishy,1,7,SummonerFlash,SummonerSmite,207815,13096,16,1,0,0,JUNGLE,10,165808,1386,40621,0,EUW1_6284988772,1612
Yone,Kim Jong Gandih,1,2,SummonerFlash,SummonerDot,114929,9930,14,6,0,0,MIDDLE,4,101207,12423,1298,0,EUW1_6284988772,1612
Tristana,Amico Mio,1,3,SummonerHeal,SummonerFlash,200554,14723,16,3,0,1,BOTTOM,9,170566,27216,2771,0,EUW1_6284988772,1612
Xerath,Moneyzz2727,1,9,SummonerFlash,SummonerBarrier,80701,9402,14,6,0,0,UTILITY,3,5380,75321,0,0,EUW1_6284988772,1612
Jax,Ćaitlyn,0,1,SummonerFlash,SummonerDot,95140,9470,14,7,1,0,TOP,5,60861,26123,8155,0,EUW1_6284988772,1612
Morgana,neckalljunglers,0,11,SummonerSmite,SummonerFlash,186806,10828,15,3,0,0,JUNGLE,3,19185,126991,40628,0,EUW1_6284988772,1612
Velkoz,Ancient Owl,0,2,SummonerBarrier,SummonerFlash,114613,10596,15,4,0,0,MIDDLE,7,7963,93906,12743,0,EUW1_6284988772,1612
Ezreal,łoaf of bread,0,3,SummonerHeal,SummonerFlash,102707,9601,14,7,0,0,BOTTOM,4,80259,12406,10042,0,EUW1_6284988772,1612
Blitzcrank,drako34,0,4,SummonerFlash,SummonerDot,24392,6649,11,8,0,0,UTILITY,3,6144,11083,7164,0,EUW1_6284988772,1612
Garen,Kingxing,0,9,SummonerDot,SummonerFlash,207181,16290,18,10,0,0,TOP,11,186989,0,20192,0,EUW1_6283925022,2437
Udyr,Fuzileiro Naval,0,13,SummonerFlash,SummonerSmite,273634,18634,18,10,1,0,JUNGLE,15,157775,69238,46620,0,EUW1_6283925022,2437
Anivia,Decides,0,7,SummonerFlash,SummonerTeleport,208901,13656,18,5,0,0,MIDDLE,4,16931,186768,5201,0,EUW1_6283925022,2437
Kaisa,βuff αdc plz,0,14,SummonerFlash,SummonerHeal,277656,16470,18,7,0,0,BOTTOM,6,217060,34509,26086,0,EUW1_6283925022,2437
Zilean,La macro ,0,20,SummonerExhaust,SummonerFlash,56057,11156,17,5,0,0,JUNGLE,3,3159,50452,2445,0,EUW1_6283925022,2437
Gragas,Wiliam68,1,7,SummonerFlash,SummonerTeleport,200364,14905,18,10,0,0,TOP,3,27464,169804,3095,0,EUW1_6283925022,2437
Shyvana,Ziption,1,9,SummonerSmite,SummonerFlash,420287,21467,18,4,0,1,JUNGLE,16,86655,273717,59913,0,EUW1_6283925022,2437
Akshan,Kim Jong Gandih,1,7,SummonerFlash,SummonerDot,246080,16588,18,12,0,0,MIDDLE,10,195045,15977,35057,0,EUW1_6283925022,2437
Kindred,Amico Mio,1,7,SummonerHeal,SummonerFlash,289748,17941,18,9,0,0,BOTTOM,7,259579,19757,10412,0,EUW1_6283925022,2437
Maokai,FruityBoooty,1,16,SummonerFlash,SummonerDot,83380,11864,18,4,0,0,UTILITY,1,6856,68565,7959,0,EUW1_6283925022,2437
Yorick,Jokarri,0,1,SummonerTeleport,SummonerDot,78528,6250,12,5,0,0,TOP,0,58715,14990,4822,0,EUW1_6283887860,1310
Karthus,OkolobAXA,0,0,SummonerSmite,SummonerFlash,146916,6508,11,8,0,0,JUNGLE,1,2165,118288,26461,0,EUW1_6283887860,1310
Cassiopeia,Kaluchka,0,1,SummonerFlash,SummonerTeleport,69195,7410,12,6,0,0,MIDDLE,4,5718,63477,0,0,EUW1_6283887860,1310
Jhin,asiflad2,0,3,SummonerHeal,SummonerFlash,73096,7051,10,3,0,0,BOTTOM,3,68139,1262,3695,0,EUW1_6283887860,1310
Morgana,Trev7,0,5,SummonerDot,SummonerFlash,15024,5278,10,5,1,0,UTILITY,1,1078,13433,512,0,EUW1_6283887860,1310
TahmKench,MyCatHasDowns,1,6,SummonerFlash,SummonerTeleport,71671,9977,14,1,0,1,TOP,6,25558,40641,5470,0,EUW1_6283887860,1310
Rengar,Kaymine,1,1,SummonerFlash,SummonerSmite,186841,10917,14,1,0,0,JUNGLE,13,122238,26078,38523,0,EUW1_6283887860,1310
AurelionSol,Kim Jong Gandih,1,9,SummonerFlash,SummonerTeleport,85076,9253,14,0,0,0,MIDDLE,4,8329,63889,12857,0,EUW1_6283887860,1310
MissFortune,Amico Mio,1,5,SummonerHeal,SummonerFlash,92911,9143,12,3,0,0,BOTTOM,4,76727,8637,7546,0,EUW1_6283887860,1310
Amumu,Sooniiii,1,9,SummonerFlash,SummonerExhaust,24299,5779,11,4,0,0,UTILITY,0,5691,12678,5928,0,EUW1_6283887860,1310
Chogath,qwer12q34,1,4,SummonerFlash,SummonerTeleport,294644,20364,18,5,0,0,TOP,16,50804,200208,43630,0,EUW1_6283535017,2189
Shaco,LoLsimpa,1,12,SummonerDot,SummonerSmite,234790,12678,17,8,0,0,JUNGLE,4,133594,55089,46108,0,EUW1_6283535017,2189
Gangplank,Kim Jong Gandih,1,9,SummonerFlash,SummonerTeleport,202433,14242,17,11,0,1,MIDDLE,5,161206,13054,28171,0,EUW1_6283535017,2189
Vayne,Amico Mio,1,6,SummonerExhaust,SummonerFlash,215850,15119,17,9,0,0,BOTTOM,8,185925,732,29192,0,EUW1_6283535017,2189
Renata,Meister Erectus,1,18,SummonerDot,SummonerFlash,32892,10657,15,10,0,0,UTILITY,2,4079,23835,4977,0,EUW1_6283535017,2189
Sejuani,smurfer323,0,10,SummonerDot,SummonerTeleport,164197,13296,17,7,1,0,TOP,6,128142,29877,6177,0,EUW1_6283535017,2189
Hecarim,LawLieT1476,0,16,SummonerSmite,SummonerHaste,307672,17294,18,7,0,0,JUNGLE,14,232911,30224,44536,0,EUW1_6283535017,2189
Zed,atawa20003,0,11,SummonerDot,SummonerFlash,171355,16756,18,6,0,0,MIDDLE,15,159786,9504,2064,0,EUW1_6283535017,2189
Ashe,ElTronchaProas,0,7,SummonerBoost,SummonerFlash,139772,12399,14,10,0,0,BOTTOM,6,124703,3692,11376,0,EUW1_6283535017,2189
Annie,FSK Noozoomi,0,22,SummonerFlash,SummonerExhaust,43081,9595,15,5,0,0,UTILITY,2,3360,39317,403,0,EUW1_6283535017,2189
Malphite,s INT ged,0,7,SummonerFlash,SummonerTeleport,109070,10923,15,4,0,0,TOP,4,40806,64914,3350,0,EUW1_6282772882,1944
Evelynn,Kawaragi Senju,0,6,SummonerFlash,SummonerSmite,176697,14012,15,9,0,0,JUNGLE,16,14304,125694,36698,0,EUW1_6282772882,1944
AurelionSol,Kim Jong Gandih,0,9,SummonerFlash,SummonerTeleport,138775,12834,17,7,0,0,MIDDLE,6,10420,119255,9098,0,EUW1_6282772882,1944
Kaisa,speraci,0,10,SummonerExhaust,SummonerFlash,207955,13560,15,6,0,0,BOTTOM,6,173002,23100,11853,0,EUW1_6282772882,1944
Alistar,Project XIII,0,17,SummonerDot,SummonerFlash,18870,8636,13,13,0,0,UTILITY,2,4870,9273,4725,0,EUW1_6282772882,1944
Trundle,QuietLadyKiller,1,6,SummonerFlash,SummonerTeleport,180272,11409,16,4,0,0,TOP,0,153688,16759,9825,0,EUW1_6282772882,1944
Amumu,BigDaddyMasterYi,1,14,SummonerFlash,SummonerSmite,184311,14068,16,5,0,0,JUNGLE,7,22519,116550,45241,0,EUW1_6282772882,1944
Fizz,Kquax,1,8,SummonerFlash,SummonerDot,148417,15351,17,9,1,0,MIDDLE,12,19823,111002,17592,0,EUW1_6282772882,1944
Twitch,BigDadyBrand,1,13,SummonerHeal,SummonerFlash,180259,18498,15,8,0,0,BOTTOM,19,143785,14091,22382,0,EUW1_6282772882,1944
Lulu,155 Mesut Günerı,1,29,SummonerExhaust,SummonerFlash,17842,10568,14,8,0,0,UTILITY,1,4562,12656,623,0,EUW1_6282772882,1944
Gwen,SouIouIou,1,6,SummonerTeleport,SummonerDot,162320,11109,16,3,0,1,TOP,3,26822,83458,52038,0,EUW1_6282708006,1569
MonkeyKing,Red7eader,1,5,SummonerFlash,SummonerSmite,212554,12405,16,2,0,0,JUNGLE,9,131521,27428,53604,0,EUW1_6282708006,1569
AurelionSol,Kim Jong Gandih,1,14,SummonerFlash,SummonerTeleport,83104,11923,16,5,0,0,MIDDLE,8,9436,69347,4319,0,EUW1_6282708006,1569
Varus,speraci,1,8,SummonerExhaust,SummonerFlash,179665,14476,15,2,1,0,BOTTOM,12,164945,7950,6770,0,EUW1_6282708006,1569
Pyke,Littlehihi,1,10,SummonerFlash,SummonerDot,27854,8586,11,4,0,0,UTILITY,3,19538,0,8315,0,EUW1_6282708006,1569
Nasus,Susan StackAlot,0,4,SummonerFlash,SummonerHaste,89484,8257,14,4,0,0,TOP,2,82014,5584,1885,0,EUW1_6282708006,1569
RekSai,Kunitokotachi,0,3,SummonerSmite,SummonerFlash,133294,10454,14,9,0,0,JUNGLE,8,101489,0,31805,0,EUW1_6282708006,1569
Syndra,JACK UZI FAN ACC,0,3,SummonerFlash,SummonerTeleport,95545,7299,13,5,0,0,MIDDLE,1,10833,81535,3177,0,EUW1_6282708006,1569
Vayne,Genearis,0,3,SummonerHeal,SummonerFlash,80603,7984,13,8,0,0,BOTTOM,2,57159,0,23444,0,EUW1_6282708006,1569
Twitch,Zritanny,0,5,SummonerFlash,SummonerDot,53485,8640,12,9,0,0,UTILITY,3,26014,12154,15317,0,EUW1_6282708006,1569
Garen,KrakaKhan,1,0,SummonerFlash,SummonerDot,94411,8316,14,1,0,0,TOP,2,80926,0,13485,0,EUW1_6282509638,1407
Rengar,Veast,1,5,SummonerFlash,SummonerSmite,173706,11539,13,2,1,0,JUNGLE,11,122721,14230,36753,0,EUW1_6282509638,1407
Yone,Roildan,1,7,SummonerDot,SummonerFlash,128876,10822,14,3,0,0,MIDDLE,7,108863,17024,2988,0,EUW1_6282509638,1407
Ezreal,ebay swain,1,2,SummonerFlash,SummonerExhaust,101936,9048,14,0,0,0,BOTTOM,2,87264,12066,2605,0,EUW1_6282509638,1407
Annie,kudurrus,1,13,SummonerDot,SummonerFlash,16704,7646,12,1,0,0,UTILITY,3,2645,13783,276,0,EUW1_6282509638,1407
Chogath,HühnerEi,0,0,SummonerFlash,SummonerTeleport,67065,5954,12,4,0,0,TOP,0,15828,42659,8577,0,EUW1_6282509638,1407
MonkeyKing,seyex,0,3,SummonerFlash,SummonerSmite,136061,7564,12,3,0,0,JUNGLE,2,78401,12833,44827,0,EUW1_6282509638,1407
AurelionSol,Kim Jong Gandih,0,4,SummonerFlash,SummonerTeleport,71616,7974,14,2,0,0,MIDDLE,1,9658,58270,3687,0,EUW1_6282509638,1407
Kaisa,Amico Mio,0,2,SummonerExhaust,SummonerFlash,75789,7140,11,7,0,0,BOTTOM,2,62132,10021,3635,0,EUW1_6282509638,1407
Rell,Ιllusion,0,5,SummonerFlash,SummonerDot,23926,6071,11,9,0,0,UTILITY,2,5129,11720,7076,0,EUW1_6282509638,1407
Illaoi,L ALIENATOR,0,1,SummonerTeleport,SummonerFlash,111231,9066,13,11,0,0,TOP,4,106258,44,4928,0,EUW1_6282458821,1453
Kayn,thelordofkebabs,0,10,SummonerFlash,SummonerSmite,150860,10714,14,9,0,0,JUNGLE,4,133213,0,17647,0,EUW1_6282458821,1453
AurelionSol,cybero38,0,5,SummonerFlash,SummonerTeleport,58466,6897,12,14,0,0,MIDDLE,0,4333,49210,4921,0,EUW1_6282458821,1453
Jhin,Chopstixx,0,6,SummonerHeal,SummonerFlash,99433,9568,13,6,0,0,BOTTOM,4,92959,6081,392,0,EUW1_6282458821,1453
Pyke,SushiUpMyTushy,0,5,SummonerExhaust,SummonerFlash,30109,8282,12,7,0,0,UTILITY,7,22274,0,7835,0,EUW1_6282458821,1453
Vayne,5ilentium,1,6,SummonerFlash,SummonerHaste,91541,10673,15,4,0,0,TOP,6,79119,292,12129,0,EUW1_6282458821,1453
Elise,puré de frutas,1,6,SummonerFlash,SummonerSmite,172229,12463,15,3,0,0,JUNGLE,17,24930,105355,41942,0,EUW1_6282458821,1453
Yone,Kim Jong Gandih,1,4,SummonerFlash,SummonerDot,175721,14604,16,4,1,0,MIDDLE,19,151039,17671,7009,0,EUW1_6282458821,1453
Yasuo,Amico Mio,1,8,SummonerExhaust,SummonerFlash,185996,10588,14,5,0,0,BOTTOM,3,177019,8120,856,0,EUW1_6282458821,1453
Nautilus,Adqude,1,9,SummonerDot,SummonerFlash,23552,6806,12,3,0,0,UTILITY,1,6576,8960,8015,0,EUW1_6282458821,1453
Camille,ΩChααdτrοχ,1,8,SummonerDot,SummonerTeleport,153200,11562,17,11,0,0,TOP,4,121984,2025,29190,0,EUW1_6280950013,1958
Teemo,Primo Sparatza,1,19,SummonerSmite,SummonerFlash,267807,15557,18,4,0,0,JUNGLE,5,53712,164875,49220,0,EUW1_6280950013,1958
Qiyana,Callcifer,1,5,SummonerFlash,SummonerDot,95879,14169,16,6,0,0,MIDDLE,16,85190,8880,1809,0,EUW1_6280950013,1958
Tristana,Tennshi,1,10,SummonerHeal,SummonerFlash,182166,17518,17,4,0,1,BOTTOM,17,135270,31865,15030,0,EUW1_6280950013,1958
Heimerdinger,Ascentus,1,20,SummonerExhaust,SummonerFlash,93003,11213,15,7,0,0,UTILITY,4,3898,89104,0,0,EUW1_6280950013,1958
Volibear,IwasArma,0,8,SummonerFlash,SummonerTeleport,227049,13381,18,6,0,0,TOP,7,116612,104805,5631,0,EUW1_6280950013,1958
Nocturne,Bergkiste,0,5,SummonerSmite,SummonerFlash,197221,13253,15,16,1,0,JUNGLE,8,171925,943,24353,0,EUW1_6280950013,1958
AurelionSol,Kim Jong Gandih,0,8,SummonerFlash,SummonerTeleport,144230,13764,17,7,0,0,MIDDLE,10,9100,131142,3987,0,EUW1_6280950013,1958
Ashe,Gweyaindy,0,12,SummonerHeal,SummonerFlash,127689,11934,15,9,0,0,BOTTOM,5,118394,4559,4735,0,EUW1_6280950013,1958
Maokai,Lukjanovic ,0,15,SummonerFlash,SummonerExhaust,69005,8354,15,8,0,0,UTILITY,2,7068,56832,5104,0,EUW1_6280950013,1958
Sion,Kim Jong Gandih,1,6,SummonerFlash,SummonerTeleport,311509,23222,18,15,0,0,TOP,16,277538,30756,3215,0,EUW1_6278551224,2651
Lillia,Amico Mio,1,16,SummonerSmite,SummonerFlash,442343,21779,18,9,0,0,JUNGLE,16,26420,272233,143686,0,EUW1_6278551224,2651
Zed,zTrung,1,12,SummonerFlash,SummonerDot,267083,21019,18,13,0,0,MIDDLE,16,240691,22922,3469,0,EUW1_6278551224,2651
Ezreal,Blátte,1,8,SummonerHeal,SummonerFlash,290767,19041,18,16,1,0,BOTTOM,13,220946,63899,5921,0,EUW1_6278551224,2651
Maokai,Atzeuw,1,24,SummonerFlash,SummonerDot,70851,11478,18,14,0,0,UTILITY,1,8058,52600,10192,0,EUW1_6278551224,2651
Irelia,55 kai,0,13,SummonerFlash,SummonerDot,333721,19875,18,16,0,0,TOP,13,269766,59016,4937,0,EUW1_6278551224,2651
Kayn,sheleg,0,15,SummonerFlash,SummonerSmite,453400,22269,18,12,0,0,JUNGLE,11,408181,0,45218,0,EUW1_6278551224,2651
Vex,Justrun2000,0,17,SummonerDot,SummonerFlash,329133,23078,18,6,0,0,MIDDLE,19,18984,303500,6648,0,EUW1_6278551224,2651
Jhin,wxlfk,0,19,SummonerFlash,SummonerHeal,305426,20499,18,14,0,0,BOTTOM,21,268787,33572,3066,0,EUW1_6278551224,2651
Lux,p0yrat20eFe,0,28,SummonerFlash,SummonerDot,106119,12765,18,14,0,0,UTILITY,3,4313,94722,7083,0,EUW1_6278551224,2651
Quinn,Kim Jong Gandih,0,13,SummonerFlash,SummonerHaste,189100,17440,17,11,0,1,TOP,10,165240,381,23479,0,EUW1_6275669128,2200
Sejuani,Amico Mio,0,17,SummonerSmite,SummonerFlash,203484,13050,15,8,1,0,JUNGLE,7,99725,51143,52616,0,EUW1_6275669128,2200
Lux,Masikantra,0,9,SummonerBarrier,SummonerFlash,171932,15301,17,7,0,0,MIDDLE,12,11543,158422,1967,0,EUW1_6275669128,2200
Varus,Xenon698,0,11,SummonerFlash,SummonerHeal,181007,13333,16,12,0,0,BOTTOM,6,139029,28136,13842,0,EUW1_6275669128,2200
Amumu,DerKameltreibaer,0,14,SummonerFlash,SummonerDot,50299,9686,14,12,0,0,UTILITY,4,6730,32588,10979,0,EUW1_6275669128,2200
Kled,Mercearia Creudo,1,10,SummonerFlash,SummonerDot,169494,14397,18,9,0,0,TOP,5,165435,125,3933,0,EUW1_6275669128,2200
Volibear,Vesgo,1,20,SummonerFlash,SummonerSmite,218611,16849,18,4,0,0,JUNGLE,14,105113,67952,45545,0,EUW1_6275669128,2200
Syndra,PurpleJack,1,20,SummonerDot,SummonerFlash,153170,14226,17,6,0,0,MIDDLE,9,13378,126480,13312,0,EUW1_6275669128,2200
Jhin,Nìcolas,1,15,SummonerHeal,SummonerFlash,215840,19104,17,6,0,0,BOTTOM,19,195402,20294,144,0,EUW1_6275669128,2200
Swain,360 noscope ward,1,19,SummonerDot,SummonerFlash,52037,10981,15,14,0,0,UTILITY,3,5884,44126,2027,0,EUW1_6275669128,2200
Olaf,GODSTAFFINISH,1,8,SummonerFlash,SummonerHaste,222911,16508,18,5,0,0,TOP,12,198927,0,23984,0,EUW1_6275619707,1867
Mordekaiser,xVETTx,1,9,SummonerHaste,SummonerSmite,160997,10257,15,8,0,0,JUNGLE,4,24236,97900,38858,0,EUW1_6275619707,1867
Gangplank,xkrules974,1,6,SummonerFlash,SummonerDot,297398,20054,17,3,0,0,MIDDLE,19,266038,3689,27669,0,EUW1_6275619707,1867
